,id,title,title_lower,type,description,release_year,country_code,country,genre,seasons,age_certification,age_group,runtime,runtime_type,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
2349,tm409942,Shéhérazade,shéhérazade,MOVIE,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it...",2018,FR,France,thriller,0,not specified,not specified,111,long,7.0,2242,6.539,7.3
2350,tm300440,The Mansion,the mansion,MOVIE,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...",2017,FR,France,comedy,0,PG-13,supervised,100,long,4.6,2645,10.321,4.9
2351,tm408890,Yucatán,yucatán,MOVIE,Two white collar thieves compete fiercely against the other trying to steal to an old baker the millions he won on the lotto.,2018,ES,Spain,comedy,0,PG,supervised,129,long,5.5,2143,7.401,5.6
2352,tm307950,Mike Birbiglia: Thank God for Jokes,mike birbiglia: thank god for jokes,MOVIE,"Mike Birbiglia declares that a joke should never end with ""I’m joking."" In his all-new comedy, Birbiglia tiptoes hilariously through the minefield that is modern-day joke-telling. Join Mike as he learns that the same jokes that elicit laughter have the power to produce tears, rage, and a whole lot of getting yelled at. Ultimately it's a show that asks, “How far should we go for the laugh?”",2017,US,United States of America,comedy,0,not specified,not specified,71,medium,7.5,2494,3.804,7.4
2353,tm375729,Us and Them,us and them,MOVIE,"Ten years ago, on a train home during the busy Spring Festival travel period, fate brings Xiaoxiao and Jianqing together. Like many young couples, they meet, fall in love, and strive to make it work, but eventually, the harsh realities of life make them drift apart. Ten years later, they run into each other again. Will they make the most of this second chance and rekindle what they once lost?",2018,CN,China,drama,0,not specified,not specified,120,long,7.3,4198,7.651,7.6
2354,tm313424,Pad Man,pad man,MOVIE,"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",2018,IN,India,drama,0,PG-13,supervised,140,long,7.9,25539,5.173,7.5
2355,tm426117,On My Skin,on my skin,MOVIE,"The incredible true story behind the most controversial Italian court cases in recent years. Stefano Cucchi was arrested for a minor crime and mysteriously found dead during his detention. In one week's time, a family is changed forever.",2018,IT,Italy,drama,0,not specified,not specified,100,long,7.3,9211,10.341,8.057
2356,tm244321,Sun Dogs,sun dogs,MOVIE,A man eager to serve his country but rejected by the Marines pairs up with a young runaway to form an unlikely team on a misguided adventure.,2017,MX,Mexico,comedy,0,not specified,not specified,93,long,6.2,2322,8.516,6.8
2357,tm372610,Derren Brown: Miracle,derren brown: miracle,MOVIE,"Illusionist Derren Brown reinvents the concept of ""faith healing"" through a series of stunts that debunk the confines of fear, pain and disbelief.",2018,GB,United Kingdom of Great Britain and Northern Ireland,documentation,0,not specified,not specified,73,medium,6.5,1037,3.916,6.6
2358,tm409456,Manto,manto,MOVIE,"In Bombay's seedy-shiny film world, Manto and his stories are widely read and accepted. But as sectarian violence engulfs the nation, Manto makes the difficult choice of leaving his beloved Bombay. In Lahore, he finds himself bereft of friends and unable to find takers for his writings.",2018,IN,India,drama,0,not specified,not specified,113,long,7.3,4248,2.915,7.6
2359,tm242108,Little Boxes,little boxes,MOVIE,"It's the summer before 6th grade, and Clark is the new-in-town biracial kid in a sea of white. Discovering that to be cool he needs to act 'more black,' he fumbles to meet expectations, while his urban intellectual parents Mack and Gina also strive to adjust to small-town living. Equipped for the many inherent challenges of New York, the tight-knit family are ill prepared for the drastically different set of obstacles that their new community presents, and soon find themselves struggling to understand themselves and each other in this new suburban context.",2017,US,United States of America,drama,0,not specified,not specified,84,medium,5.9,1986,4.223,6.3
2360,ts95011,Move,move,SHOW,"The series is called MOVE and each episode brings us inside the life of a Canadian living with mental illness who has found a positive way to ""self-medicate"" through the discovery of exercise and human movement.",2018,US,United States of America,documentation,1,TV-MA,adults,48,long,7.4,116,2.664,7.0
2361,tm242765,Raising the Bar,raising the bar,MOVIE,"16-year-old Kelly quits an elite gymnastics program and moves to Australia. To help out a new friend and show up an old rival she re-enters competitive gymnastics, she'll have to find a way to move forward while making amends with her past.",2017,AU,Australia,family,0,PG,supervised,93,long,5.5,1555,7.148,6.5
2362,ts85276,Hymn of Death,hymn of death,SHOW,"Based on a true story, the drama tells the tragic love story of Kim Woo Jin, a married stage drama writer, and Yun Shim Duk, Korea's first professional soprano, who meet while studying at Tokyo University in the 1920s. Yun Shim Duk's recording of ""Death Song"" became the first Korean pop song in 1926.",2018,KR,"Korea, Republic of",drama,1,not specified,not specified,45,long,7.6,1209,12.956,8.4
2363,tm322210,Bomb Scared,bomb scared,MOVIE,"Somewhere in Spain, four ETA terrorists await a phone call before carrying out a mission, while the 2010 FIFA World Cup, where Spanish soccer team is one of the favorites to win, is being held in South Africa.",2017,ES,Spain,comedy,0,not specified,not specified,89,medium,5.6,2871,5.399,5.4
2364,ts77467,Terrace House: Opening New Doors,terrace house: opening new doors,SHOW,"The bright young people of Terrace House return to Japan, where they live together and face new relationship challenges.",2017,JP,Japan,reality,6,not specified,not specified,39,long,7.8,968,6.828,8.0
2365,ts83814,Undercover Law,undercover law,SHOW,An action-packed series about several Colombian women who work as intelligence agents. They investigate the perilous criminal activities of drug lords while maintaining their lives outside of work. Undercover Law is based on a true story.,2018,CO,Colombia,drama,1,not specified,not specified,54,long,7.2,215,2.132,9.0
2366,tm439854,Baazaar,baazaar,MOVIE,"After moving to Mumbai, an ambitious young man becomes the stock trader for a notorious businessman.",2018,IN,India,crime,0,not specified,not specified,140,long,6.5,5590,2.491,6.4
2367,tm340587,Ittefaq,ittefaq,MOVIE,"Police officer Dev investigates a double murder case that has only two witnesses - an acclaimed writer Vikram and a young homemaker Maya, who also happen to be the prime suspects in the case. He finds himself being torn between their own version's of what happened on the fateful night, and takes it upon himself to figure out the real story and capture the real murderer.",2017,IN,India,crime,0,PG,supervised,107,long,7.2,12262,6.265,7.0
2368,ts68146,Myths & Monsters,myths & monsters,SHOW,This documentary series tells the stories that have gripped imaginations for centuries and reveals the fascinating and unexpected history behind them.,2017,GB,United Kingdom of Great Britain and Northern Ireland,documentation,1,TV-PG,supervised,43,long,7.7,841,1.804,7.4
2369,tm266705,Giant,giant,MOVIE,"Having fought in the First Carlist War, Martin returns to his family farm in Gipuzkoa only to find that his younger brother, Joaquín, towers over him in height. Convinced that everyone will want to pay to see the tallest man on Earth, the siblings set out on a long trip all over Europe, during which ambition, money and fame will forever change the family’s fate. A story based on true events.",2017,ES,Spain,drama,0,PG-13,supervised,114,long,6.6,4302,12.248,6.6
2370,tm372891,Chris Rock: Tamborine,chris rock: tamborine,MOVIE,"Chris Rock takes the stage for his first comedy special in 10 years, filled with searing observations on fatherhood, infidelity and American politics.",2018,US,United States of America,comedy,0,not specified,not specified,64,medium,6.6,6982,7.743,6.5
2371,ts78099,72 Dangerous Animals: Latin America,72 dangerous animals: latin america,SHOW,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",2017,AU,Australia,documentation,1,not specified,not specified,43,long,6.6,581,8.653,6.6
2372,tm315850,Take Me,take me,MOVIE,Ray is a fledgling entrepreneur who specializes in high-end simulated abductions. He jumps at the chance when a mysterious client contracts him for a weekend kidnapping with a handsome payday at the end. But the job isn't all that it seems.,2017,US,United States of America,comedy,0,not specified,not specified,83,medium,6.1,5970,8.222,5.8
2373,tm421748,Ee Nagaraniki Emaindi,ee nagaraniki emaindi,MOVIE,"Four friends, with a bittersweet history, get drunk and embark on a journey to Goa. On the trip, they lose an expensive ring which threatens to derail one of their engagement. They end up confronting one another and their own fears, as they enroll in a short film making competition in Goa to try and win the prize money for the ring.",2018,IN,India,drama,0,not specified,not specified,120,long,7.9,2879,2.062,7.0
2374,tm353046,Patton Oswalt: Annihilation,patton oswalt: annihilation,MOVIE,"Patton Oswalt, despite a personal tragedy, produces his best standup yet. Focusing on the tribulations of the Trump era and life after the loss of a loved one, Oswalt continues his journey to contribute joy to the world.",2017,US,United States of America,comedy,0,not specified,not specified,66,medium,7.2,2377,4.314,7.1
2375,tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,lego marvel super heroes: black panther - trouble in wakanda,MOVIE,"After speaking at the Wakanda Embassy, Black Panther fights Thanos and fends him off with the help of fellow Avengers Captain America, Thor, Iron Man, Hulk, and Black Widow. After regaining conscious, Thanos is approached by Erik Killmonger and Ulysses Klaue in a plot where they will obtain the Vibranium in Wakanda to empower Thanos. When Black Panther discovers this plot, he must work with Shuri, Okoye, and the Avengers to defeat them.",2018,US,United States of America,fantasy,0,not specified,not specified,22,short,5.6,572,10.798,6.7
2376,tm324588,Rory Scovel Tries Stand-Up for the First Time,rory scovel tries stand-up for the first time,MOVIE,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",2017,US,United States of America,comedy,0,not specified,not specified,66,medium,6.7,831,1.571,7.4
2377,tm440678,Revenger,revenger,MOVIE,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",2018,KR,"Korea, Republic of",action,0,NC-17,adults,102,long,5.7,4311,18.767,5.3
2378,tm995893,The Crossing,the crossing,MOVIE,Three Palestinian siblings eagerly attempt to visit their bedridden grandfather who resides on the other side of the separation wall.,2017,PS,"Palestine, State of",documentation,0,not specified,not specified,10,short,7.5,-1,0.6,6.0
2379,tm275437,Coin Heist,coin heist,MOVIE,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.",2017,US,United States of America,family,0,PG,supervised,97,long,4.7,2743,9.366,5.4
2380,ts89538,Bitter Daisies,bitter daisies,SHOW,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",2018,ES,Spain,drama,2,not specified,not specified,70,long,7.2,3274,11.931,7.1
2381,ts89069,LEGO Friends: Girls on a Mission,lego friends: girls on a mission,SHOW,"Meet Andrea, Mia, Emma, Olivia and Stephanie. They're five best friends. And they're on a heroic mission: to save Heartlake City from wily swindlers.",2018,US,United States of America,animation,4,TV-Y,children,11,short,6.2,111,13.282,7.7
2382,tm426983,Joy,joy,MOVIE,"Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom.",2018,AT,Austria,drama,0,not specified,not specified,99,long,6.6,1304,2.421,6.1
2383,tm440278,Hakkunde,hakkunde,MOVIE,"A long-time unemployed graduate, faced with life's pressures decides to relocate to Kaduna from Lagos when an opportunity presents itself against his sister's wishes. His expectations is however cut short and Akande must make a decision to either learn to survive or return back to failure.",2017,NG,Nigeria,drama,0,not specified,not specified,92,long,6.4,49,1.742,-1.0
2384,tm307774,Jagga Jasoos,jagga jasoos,MOVIE,A gifted teenage detective searches for his missing father with his ladylove assistant.,2017,IN,India,comedy,0,PG,supervised,180,long,6.3,10283,6.005,6.0
2385,ts78707,The Joel McHale Show with Joel McHale,the joel mchale show with joel mchale,SHOW,"Trending news, pop culture, social media, original videos and more come together in host Joel McHale's weekly comedy commentary show.",2018,US,United States of America,comedy,2,TV-MA,adults,25,short,7.1,2396,6.858,6.4
2386,tm299396,Getaway Plan,getaway plan,MOVIE,A thief expert with blowtorch is hired by a group of the Russian mob for a bank assault.,2017,ES,Spain,action,0,not specified,not specified,105,long,5.6,1867,9.103,5.5
2387,ts75676,The Velvet Collection,the velvet collection,SHOW,"It is the year 1967. After five happy years of marriage in New York with Alberto and their young son, Anna Ribera returns to Spain to take her project Velvet to the next level. She and Alberto had been managing all things Velvet from across the ocean and, together with their best friends and partners, had made a name for Velvet as the number one address in the world of fashion and innovation. Now they decide to take the next step and turn their reputation into a franchise, first at home, then abroad. The first step is opening shop in the other great Spanish city, Barcelona, on its world famous promenade, the Passeig de Gracia. There, the second Velvet Fashion Store is about to open its gates, managed by Ana's good friend Clara who had made it up the career ladder from seamstress to directorial assistant in the Madrid Velvet years.",2017,ES,Spain,comedy,3,TV-14,supervised,57,long,7.2,1416,19.328,6.3
